Company Name,Business Sector,Category,Tags,H1B Sponsorship Likelihood,Fortune 500 (yes/no),Fortune 1500 (Yes if 500-1500/No),Boutique (Yes/No),AnalystsPick (Popular amoung Wallstreet waiting for IPO),Publicly traded (Yes/No)
"FinTech","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Quantum Grid","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NexusGrid","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cloud Labs","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Quantum Sphere","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"AegisSecurity","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cloud Intelligence","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Echo Capital","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Aegis Genomics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"HealthSecurity","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Health Labs","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Forge Cyber","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Apex Cyber","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vertex Dynamics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Fin Matrix","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Pulse Cyber","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Apex Ventures","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"LumiLabs","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Pulse Systems","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Kinex Cloud","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Flux Analytics","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VanguardAnalytics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Core Labs","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Sphere","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Apex Labs","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"CoreTechnologies","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Neuro Intelligence","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Grid","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Tech Logic","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Data Sphere","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"DeepGrid","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Data Matrix","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Cyber","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Kinex Genomics","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Shift Cyber","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Apex Intelligence","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Health","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge AI","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Pulse Analytics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cyber Labs","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nexus Solutions","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Security","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"TechCyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Apex Solutions","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Quantum AI","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Web","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin Intelligence","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"LumiAI","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Vertex Capital","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NeuroIntelligence","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Echo Logic","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Health Capital","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"VaultTechnologies","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Kinex Intelligence","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cogito Networks","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Quantum Cloud","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Apex Labs","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Shift Intelligence","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Aegis Analytics","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Neuro Data","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DeepGenomics","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Solutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Echo Data","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Systems","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cogito Tech","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Synthe Technologies","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NeuroIntelligence","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"FluxHealth","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Shift Technologies","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Nexus Technologies","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vanguard Matrix","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"CyberGenomics","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nova Labs","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Neuro Security","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"CogitoLabs","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Core Health","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Synthe Matrix","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Networks","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"QuantumSystems","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Zephyr Ops","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CoreSoft","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Data AI","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"EchoMatrix","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Health Solutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"FinSystems","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ShiftMatrix","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VertexData","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Axiom Genomics","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"AegisCyber","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Data Labs","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Fin Intelligence","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Bio Grid","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"BioCapital","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VaultTechnologies","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Omni Security","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cloud Dynamics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"VanguardAI","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vanguard Sphere","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NovaCapital","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Forge Networks","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"PulseSoft","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Lumi Intelligence","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vault Intelligence","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Quantum Capital","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"AegisSolutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Pulse Matrix","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Lumi Solutions","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ShiftHealth","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Bio Dynamics","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Cloud Security","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NexusGenomics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Zephyr Ops","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Lumi AI","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Tech Ventures","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Core Web","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Shift Matrix","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Cloud Soft","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"LumiCyber","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Aegis Systems","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Apex Capital","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Shift Capital","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vault Networks","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"PulseAI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Deep Security","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health AI","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Neuro Logic","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Neuro Security","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CloudSoft","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Neuro Tech","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"FinRobotics","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NeuroGenomics","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CyberCapital","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Quantum AI","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Genomics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CoreOps","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Dynamics","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cloud Analytics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Tech Systems","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Zephyr Ops","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Fin Solutions","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Pulse Tech","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Health Labs","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"ZephyrCapital","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"TechNetworks","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Echo Matrix","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Health Genomics","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"CloudSphere","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Vanguard Ops","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Data Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vertex Networks","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Apex Cyber","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Echo Ops","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"BioNetworks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Bio Ops","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Genomics","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"VanguardLogic","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NovaRobotics","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vanguard Capital","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Capital","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Omni Cloud","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Apex Capital","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin AI","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"CyberWeb","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"HealthCapital","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"CloudSecurity","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CyberDynamics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Forge Health","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Lumi Logic","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Axiom Grid","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Pulse Matrix","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Axiom Labs","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cogito Soft","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Omni Capital","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Omni Grid","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"DataLogic","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Solutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cloud Health","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"TechSphere","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cogito Technologies","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"OmniLabs","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Matrix","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vanguard Matrix","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FinCapital","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Tech Soft","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"DataTech","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Labs","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Axiom Ventures","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"AxiomSoft","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Vanguard Matrix","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Kinex Sphere","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Neuro Security","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nexus Soft","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Synthe Genomics","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Aegis Dynamics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"AegisCapital","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Echo Health","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Cogito Labs","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Core Web","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"FluxDynamics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Analytics","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Aegis Analytics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"QuantumGrid","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NexusData","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CloudWeb","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"TechDynamics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"VaultNetworks","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cyber Cyber","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"FluxData","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vault Networks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Aegis Ops","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Shift Analytics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Aegis Dynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Synthe Capital","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Pulse Grid","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Bio Intelligence","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"OmniAnalytics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"HealthTech","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Security","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"LumiDynamics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Nexus Technologies","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cogito Logic","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NexusSecurity","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"ApexWeb","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Data Genomics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Cyber","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Fin AI","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Zephyr Networks","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Zephyr Labs","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ApexLabs","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Synthe Ventures","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Bio Systems","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Core Solutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
